UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
6  0   MC002,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC002,6/22/2006,25,2006,311825,200625
6  0   MC003,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC003,6/23/2006,25,2006,311825,200625
6  0   MC004,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC004,6/27/2006,26,2006,311826,200626
6  0   MC005,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC005,6/27/2006,26,2006,311826,200626
6  0   MC007,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC007,6/30/2006,26,2006,311826,200626
6  0   MC008,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC008,7/5/2006,27,2006,311827,200627
6  0   MC010,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC010,7/13/2006,28,2006,311828,200628
6  0   MC012,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC012,7/13/2006,28,2006,311828,200628
6  0   MC016,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,37,Female,VECWNV,POSITIVE,1,-88.398294,42.232514,Culex,MC016,8/10/2006,32,2006,311832,200632
6  0   MC017,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,13,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC017,8/16/2006,33,2006,311833,200633
6  0   MC29,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,14,Female,VECWNV,POSITIVE,1,-88.398294,42.232514,Culex,MC29,8/23/2006,34,2006,311834,200634
6  0   MC38,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC38,8/31/2006,35,2006,311835,200635
6  0   MC46,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC46,9/1/2006,35,2006,311835,200635
6  42  31,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,31,5/30/2006,22,2006,311222,200622
6  42  32,3112,AURORA,60506,KANE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,32,6/1/2006,22,2006,311222,200622
6  42  34,3112,AURORA,60506,KANE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,34,6/5/2006,23,2006,311223,200623
6  42  36,3112,AURORA,60506,KANE,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,36,6/9/2006,23,2006,311223,200623
6  42  37,3112,AURORA,60506,KANE,GRAVID TRAP,38,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,37,6/10/2006,23,2006,311223,200623
6  42  38,3112,AURORA,60506,KANE,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,38,6/14/2006,24,2006,311224,200624
6  42  39,3112,AURORA,60506,KANE,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,39,6/16/2006,24,2006,311224,200624
6  42  310,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,310,6/19/2006,25,2006,311225,200625
6  42  311,3112,AURORA,60506,KANE,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,311,6/21/2006,25,2006,311225,200625
6  42  312,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,312,6/23/2006,25,2006,311225,200625
6  42  313,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,313,6/27/2006,26,2006,311226,200626
6  42  314,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,314,6/29/2006,26,2006,311226,200626
6  42  315,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,315,7/7/2006,27,2006,311227,200627
6  42  0316,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,0316,7/10/2006,28,2006,311228,200628
6  42  317,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,317,7/12/2006,28,2006,311228,200628
6  42  318,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,318,7/14/2006,28,2006,311228,200628
6  42  319,3112,AURORA,60506,KANE,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,319,7/18/2006,29,2006,311229,200629
6  42  320,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,320,7/21/2006,29,2006,311229,200629
6  42  321,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,321,7/25/2006,30,2006,311230,200630
6  42  322,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,322,7/28/2006,30,2006,311230,200630
6  42  323,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,323,7/30/2006,31,2006,311231,200631
6  42  324,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,324,8/2/2006,31,2006,311231,200631
6  42  325,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,325,8/7/2006,32,2006,311232,200632
6  42  328,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,328,8/15/2006,33,2006,311233,200633
6  42  329,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,329,8/18/2006,33,2006,311233,200633
6  42  330,3112,AURORA,60506,KANE,GRAVID TRAP,44,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,330,8/22/2006,34,2006,311234,200634
6  42  331,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,331,8/24/2006,34,2006,311234,200634
6  42  332,3112,AURORA,60506,KANE,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,332,8/29/2006,35,2006,311235,200635
6  42  334,3112,AURORA,60506,KANE,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,334,9/5/2006,36,2006,311236,200636
6  42  336,3112,AURORA,60506,KANE,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,336,9/12/2006,37,2006,311237,200637
6  42  337,3112,AURORA,60506,KANE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,337,9/14/2006,37,2006,311237,200637
6  42  338,3112,AURORA,60506,KANE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,338,9/19/2006,38,2006,311238,200638
6  42  342,3112,AURORA,60506,KANE,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,342,10/3/2006,40,2006,311240,200640
6  42  343,3112,AURORA,60506,KANE,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,343,10/5/2006,40,2006,311240,200640
6  42  344,3112,AURORA,60506,KANE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,344,10/10/2006,41,2006,311241,200641
6  59  406,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,406,6/6/2006,23,2006,297923,200623
6  59  1106,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,1106,6/9/2006,23,2006,297923,200623
6  59  3806,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,3806,6/16/2006,24,2006,297924,200624
6  59  2406,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,2406,6/19/2006,25,2006,297925,200625
6  59  2506,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,2506,6/19/2006,25,2006,297925,200625
6  59  2606,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,2606,6/19/2006,25,2006,297925,200625
6  59  4706,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,4706,6/20/2006,25,2006,297925,200625
6  122 400-0006,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0006,6/6/2006,23,2006,615423,200623
6  122 400-0075,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0075,6/13/2006,24,2006,615424,200624
6  122 400-0129,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0129,6/20/2006,25,2006,615425,200625
6  122 400-0191,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0191,6/29/2006,26,2006,615426,200626
6  122 400-0288,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0288,7/6/2006,27,2006,615427,200627
6  122 400-0357,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,32,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0357,7/11/2006,28,2006,364928,200628
6  122 400-0430,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,37,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0430,7/18/2006,29,2006,615429,200629
6  122 400-0514,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0514,7/25/2006,30,2006,364930,200630
6  122 400-0515,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0515,7/25/2006,30,2006,364930,200630
6  122 400-0516,6154,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,-88.345965,42.222775,Culex,400-0516,7/25/2006,30,2006,615430,200630
6  122 400-0590,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0590,8/1/2006,31,2006,364931,200631
6  122 400-0591,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,49,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0591,8/1/2006,31,2006,364931,200631
6  122 400-0691,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0691,8/8/2006,32,2006,364932,200632
6  122 400-0692,3649,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,42,Female,PCRWNV,POSITIVE,1,-88.345965,42.222775,Culex,400-0692,8/8/2006,32,2006,364932,200632
6  44  44OB1,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB1,5/30/2006,22,2006,465122,200622
6  44  44OB2,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB2,6/1/2006,22,2006,465122,200622
6  44  44OB3,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB3,6/7/2006,23,2006,465123,200623
6  44  44OB4,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB4,6/9/2006,23,2006,465123,200623
6  44  44OB5,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,4,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB5,6/16/2006,24,2006,465124,200624
6  44  44OB6,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB6,6/23/2006,25,2006,465125,200625
6  44  44OB7,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB7,6/28/2006,26,2006,465126,200626
6  44  44OB8,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB8,6/30/2006,26,2006,465126,200626
6  44  44OB9,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB9,7/12/2006,28,2006,465128,200628
6  44  44OB10,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB10,7/14/2006,28,2006,465128,200628
6  44  44OB11,4651,OSWEGO,60543,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.345684,41.640282,Culex,44OB11,7/19/2006,29,2006,465129,200629
6  122 400-0433,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0433,7/18/2006,29,2006,266529,200629
6  122 400-0434,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0434,7/18/2006,29,2006,266529,200629
6  122 400-0439,2665,GENEVA,60134,KANE,GRAVID TRAP,49,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0439,7/18/2006,29,2006,266529,200629
6  122 400-0518,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0518,7/25/2006,30,2006,266530,200630
6  122 400-0520,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0520,7/25/2006,30,2006,266530,200630
6  122 400-0593,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0593,8/1/2006,31,2006,266531,200631
6  122 400-0594,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0594,8/1/2006,31,2006,266531,200631
6  122 400-0596,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0596,8/1/2006,31,2006,266531,200631
6  122 400-0597,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0597,8/1/2006,31,2006,266531,200631
6  122 400-0598,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0598,8/1/2006,31,2006,266531,200631
6  122 400-0599,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0599,8/1/2006,31,2006,266531,200631
6  122 400-0686,2665,GENEVA,60134,KANE,GRAVID TRAP,37,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0686,8/8/2006,32,2006,266532,200632
6  122 400-0687,2665,GENEVA,60134,KANE,GRAVID TRAP,37,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0687,8/8/2006,32,2006,266532,200632
6  122 400-0754,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0754,8/15/2006,33,2006,266533,200633
6  122 400-0755,2665,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0755,8/15/2006,33,2006,266533,200633
6  122 400-0826,2665,GENEVA,60134,KANE,GRAVID TRAP,35,Female,PCRWNV,POSITIVE,1,-88.343439,41.877312,Culex,400-0826,8/22/2006,34,2006,266534,200634
6  122 400-0008,3449,GENEVA,60134,KANE,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0008,6/6/2006,23,2006,344923,200623
6  122 400-0073,3449,GENEVA,60134,KANE,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0073,6/13/2006,24,2006,344924,200624
6  122 400-0119,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0119,6/20/2006,25,2006,344925,200625
6  122 400-0120,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0120,6/20/2006,25,2006,344925,200625
6  122 400-0121,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0121,6/20/2006,25,2006,344925,200625
6  122 400-0122,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0122,6/20/2006,25,2006,344925,200625
6  122 400-0123,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0123,6/20/2006,25,2006,344925,200625
6  122 400-0124,3449,GENEVA,60134,KANE,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0124,6/20/2006,25,2006,344925,200625
6  122 400-0200,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0200,6/29/2006,26,2006,344926,200626
6  122 400-0201,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0201,6/29/2006,26,2006,344926,200626
6  122 400-0202,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0202,6/29/2006,26,2006,344926,200626
6  122 400-0203,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0203,6/29/2006,26,2006,344926,200626
6  122 400-0282,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0282,7/6/2006,27,2006,344927,200627
6  122 400-0283,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0283,7/6/2006,27,2006,344927,200627
6  122 400-0284,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0284,7/6/2006,27,2006,344927,200627
6  122 400-0367,3449,GENEVA,60134,KANE,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0367,7/11/2006,28,2006,344928,200628
6  122 400-0368,3449,GENEVA,60134,KANE,GRAVID TRAP,31,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0368,7/11/2006,28,2006,344928,200628
6  122 400-0435,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0435,7/18/2006,29,2006,344929,200629
6  122 400-0436,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0436,7/18/2006,29,2006,344929,200629
6  122 400-0437,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0437,7/18/2006,29,2006,344929,200629
6  122 400-0438,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0438,7/18/2006,29,2006,344929,200629
6  122 400-0519,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0519,7/25/2006,30,2006,344930,200630
6  122 400-0521,3449,GENEVA,60134,KANE,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0521,7/25/2006,30,2006,344930,200630
6  122 400-0595,3449,GENEVA,60134,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0595,8/1/2006,31,2006,344931,200631
6  122 400-0600,3449,GENEVA,60134,KANE,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0600,8/1/2006,31,2006,344931,200631
6  122 400-0900,3449,GENEVA,60134,KANE,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0900,8/31/2006,35,2006,344935,200635
6  122 400-0950,3449,GENEVA,60134,KANE,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-0950,9/7/2006,36,2006,344936,200636
6  122 400-1003,3449,GENEVA,60134,KANE,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-1003,9/13/2006,37,2006,344937,200637
6  122 400-1086,3449,GENEVA,60134,KANE,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-1086,9/22/2006,38,2006,344938,200638
6  122 400-1139,3449,GENEVA,60134,KANE,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-88.343192,41.876442,Culex,400-1139,9/26/2006,39,2006,344939,200639
6  122 400-0432,1792,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,47,Female,PCRWNV,POSITIVE,1,-88.336021,42.211444,Culex,400-0432,7/18/2006,29,2006,179229,200629
6  122 400-0684,1792,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-88.336021,42.211444,Culex,400-0684,8/8/2006,32,2006,179232,200632
6  122 400-0685,1792,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,49,Female,PCRWNV,POSITIVE,1,-88.336021,42.211444,Culex,400-0685,8/8/2006,32,2006,179232,200632
6  122 400-0949,1792,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,20,Female,PCRWNV,POSITIVE,1,-88.336021,42.211444,Culex,400-0949,9/7/2006,36,2006,179236,200636
6  122 400-0009,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0009,6/6/2006,23,2006,354323,200623
6  122 400-0074,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0074,6/13/2006,24,2006,354324,200624
6  122 400-0125,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0125,6/20/2006,25,2006,354325,200625
6  122 400-0126,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0126,6/20/2006,25,2006,354325,200625
6  122 400-0127,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0127,6/20/2006,25,2006,354325,200625
6  122 400-0128,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0128,6/20/2006,25,2006,354325,200625
6  122 400-0204,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0204,6/29/2006,26,2006,354326,200626
6  122 400-0286,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0286,7/6/2006,27,2006,354327,200627
6  122 400-0287,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0287,7/6/2006,27,2006,354327,200627
6  122 400-0358,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0358,7/11/2006,28,2006,354328,200628
6  122 400-0431,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0431,7/18/2006,29,2006,354329,200629
6  122 400-0517,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0517,7/25/2006,30,2006,354330,200630
6  122 400-0592,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0592,8/1/2006,31,2006,354331,200631
6  122 400-0836,3543,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-88.332812,42.213265,Culex,400-0836,8/23/2006,34,2006,354334,200634
