UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
5  44  PISCES15,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES15,7/29/2005,30,2005,299730,200530
5  44  PISCES16,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES16,8/3/2005,31,2005,299731,200531
5  44  PISCES17,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES17,8/5/2005,31,2005,299731,200531
5  44  PISCES18,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES18,8/10/2005,32,2005,299732,200532
5  44  PISCES19,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES19,8/12/2005,32,2005,299732,200532
5  44  PISCES20,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES20,8/17/2005,33,2005,299733,200533
5  44  PISCES21,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES21,8/19/2005,33,2005,299733,200533
5  44  PISCES22,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES22,8/24/2005,34,2005,299734,200534
5  44  PISCES23,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES23,8/26/2005,34,2005,299734,200534
5  44  PISCES24,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES24,8/31/2005,35,2005,299735,200535
5  44  PISCES25,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES25,9/2/2005,35,2005,299735,200535
5  44  PISCES26,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES26,9/14/2005,37,2005,299737,200537
5  44  PISCES27,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,11,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES27,9/16/2005,37,2005,299737,200537
5  44  PISCES28,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES28,9/21/2005,38,2005,299738,200538
5  44  PISCES29,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES29,9/23/2005,38,2005,299738,200538
5  44  PISCES30,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES30,9/28/2005,39,2005,299739,200539
5  44  PISCES32,2997,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.47241,41.60044,Culex,PISCES32,10/5/2005,40,2005,299740,200540
5  44  GEMINI2,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI2,6/3/2005,22,2005,300022,200522
5  44  GEMINI3,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,6,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI3,6/8/2005,23,2005,300023,200523
5  44  GEMINI4,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI4,6/15/2005,24,2005,300024,200524
5  44  GEMINI5,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI5,6/17/2005,24,2005,300024,200524
5  44  GEMINI6,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI6,6/22/2005,25,2005,300025,200525
5  44  GEMINI7,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI7,6/24/2005,25,2005,300025,200525
5  44  GEMINI8,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI8,6/29/2005,26,2005,300026,200526
5  44  GEMINI9,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI9,7/1/2005,26,2005,300026,200526
5  44  GEMINI11,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI11,7/13/2005,28,2005,300028,200528
5  44  GEMINI12,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI12,7/15/2005,28,2005,300028,200528
5  44  GEMINI13,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI13,7/20/2005,29,2005,300029,200529
5  44  GEMINI14,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI14,7/22/2005,29,2005,300029,200529
5  44  GEMINI15,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI15,7/29/2005,30,2005,300030,200530
5  44  GEMINI16,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI16,8/3/2005,31,2005,300031,200531
5  44  GEMINI17,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI17,8/5/2005,31,2005,300031,200531
5  44  GEMINI18,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI18,8/10/2005,32,2005,300032,200532
5  44  GEMINI19,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI19,8/12/2005,32,2005,300032,200532
5  44  GEMINI20,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,26,Female,VECWNV,POSITIVE,1,-88.451725,41.647611,Culex,GEMINI20,8/17/2005,33,2005,300033,200533
5  44  GEMINI21,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI21,8/19/2005,33,2005,300033,200533
5  44  GEMINI22,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI22,8/24/2005,34,2005,300034,200534
5  44  GEMINI23,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI23,8/26/2005,34,2005,300034,200534
5  44  GEMINI24,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI24,8/31/2005,35,2005,300035,200535
5  44  GEMINI25,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI25,9/2/2005,35,2005,300035,200535
5  44  GEMINI26,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI26,9/14/2005,37,2005,300037,200537
5  44  GEMINI27,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI27,9/16/2005,37,2005,300037,200537
5  44  GEMINI28,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI28,9/21/2005,38,2005,300038,200538
5  44  GEMINI29,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI29,9/23/2005,38,2005,300038,200538
5  44  GEMINI30,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI30,9/28/2005,39,2005,300039,200539
5  44  GEMINI32,3000,YORKVILLE,60560,KENDALL,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.451725,41.647611,Culex,GEMINI32,10/5/2005,40,2005,300040,200540
5  59  17E,1164,WOODSTOCK,60098,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.450132,42.322705,Culex,17E,8/3/2005,31,2005,116431,200531
5  59  18E,1164,WOODSTOCK,60098,MCHENRY,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-88.450132,42.322705,Culex,18E,8/3/2005,31,2005,116431,200531
5  59  19E,1164,WOODSTOCK,60098,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.450132,42.322705,Culex,19E,8/8/2005,32,2005,116432,200532
5  59  20E,1164,WOODSTOCK,60098,MCHENRY,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-88.450132,42.322705,Culex,20E,8/8/2005,32,2005,116432,200532
5  42  D485,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D485,5/20/2005,20,2005,165620,200520
5  42  D486,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D486,5/31/2005,22,2005,165622,200522
5  42  D487,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D487,6/7/2005,23,2005,165623,200523
5  42  2,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-88.425802,41.785289,Culex,2,6/8/2005,23,2005,165623,200523
5  42  D488,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D488,6/8/2005,23,2005,165623,200523
5  42  D489,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D489,6/10/2005,23,2005,165623,200523
5  42  D490,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D490,6/14/2005,24,2005,165624,200524
5  42  D491,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D491,6/17/2005,24,2005,165624,200524
5  42  D492,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D492,6/21/2005,25,2005,165625,200525
5  42  D493,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D493,6/23/2005,25,2005,165625,200525
5  42  D494,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D494,6/26/2005,26,2005,165626,200526
5  42  D495,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D495,6/29/2005,26,2005,165626,200526
5  42  D496,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D496,6/30/2005,26,2005,165626,200526
5  42  D497,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D497,7/5/2005,27,2005,165627,200527
5  42  D498,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D498,7/7/2005,27,2005,165627,200527
5  42  D499,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D499,7/11/2005,28,2005,165628,200528
5  42  D4100,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4100,7/15/2005,28,2005,165628,200528
5  42  D4102,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4102,7/18/2005,29,2005,165629,200529
5  42  D4103,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4103,7/21/2005,29,2005,165629,200529
5  42  D4104,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.425802,41.785289,Culex,D4104,7/26/2005,30,2005,165630,200530
5  42  D4105,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4105,8/1/2005,31,2005,165631,200531
5  42  D4106,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4106,8/4/2005,31,2005,165631,200531
5  42  D4108,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4108,8/11/2005,32,2005,165632,200532
5  42  D4110,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4110,8/15/2005,33,2005,165633,200533
5  42  4D109,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,4D109,8/16/2005,33,2005,165633,200533
5  42  D4113,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4113,8/19/2005,33,2005,165633,200533
5  42  D4114,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4114,8/24/2005,34,2005,165634,200534
5  42  D4115,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4115,8/26/2005,34,2005,165634,200534
5  42  D4116,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4116,9/1/2005,35,2005,165635,200535
5  42  D4117,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4117,9/12/2005,37,2005,165637,200537
5  42  D4118,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.425802,41.785289,Culex,D4118,9/16/2005,37,2005,165637,200537
5  42  D4119,1656,BATAVIA,60510,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.425802,41.785289,Culex,D4119,9/22/2005,38,2005,165638,200538
5  0   MC1,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC1,6/6/2005,23,2005,311823,200523
5  0   MC5,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC5,6/6/2005,23,2005,311823,200523
5  0   MC6,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC6,6/10/2005,23,2005,311823,200523
5  0   MC7,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC7,6/13/2005,24,2005,311824,200524
5  0   MC8,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,14,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC8,6/13/2005,24,2005,311824,200524
5  0   MC9,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC9,6/21/2005,25,2005,311825,200525
5  0   MC39,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC39,7/27/2005,30,2005,311830,200530
5  0   MC40,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,9,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC40,7/28/2005,30,2005,311830,200530
5  0   MC41,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC41,8/1/2005,31,2005,311831,200531
5  0   MC42,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,12,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC42,8/8/2005,32,2005,311832,200532
5  0   MC53,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC53,8/19/2005,33,2005,311833,200533
5  0   MC54,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC54,8/26/2005,34,2005,311834,200534
5  0   MC55,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC55,8/29/2005,35,2005,311835,200535
5  0   MC56,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC56,9/1/2005,35,2005,311835,200535
5  0   MC57,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC57,9/8/2005,36,2005,311836,200536
5  0   MC58,3118,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-88.398294,42.232514,Culex,MC58,9/12/2005,37,2005,311837,200537
5  42  CC384,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC384,5/20/2005,20,2005,311220,200520
5  42  CC385,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC385,5/24/2005,21,2005,311221,200521
5  42  CC386,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC386,5/24/2005,21,2005,311221,200521
5  42  CC387,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC387,6/7/2005,23,2005,311223,200523
5  42  CC389,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC389,6/10/2005,23,2005,311223,200523
5  42  CC390,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC390,6/14/2005,24,2005,311224,200524
5  42  CC391,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC391,6/17/2005,24,2005,311224,200524
5  42  CC392,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC392,6/21/2005,25,2005,311225,200525
5  42  CC393,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC393,6/23/2005,25,2005,311225,200525
5  42  CC394,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC394,6/26/2005,26,2005,311226,200526
5  42  CC395,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC395,6/29/2005,26,2005,311226,200526
5  42  CC396,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC396,6/30/2005,26,2005,311226,200526
5  42  CC397,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC397,7/5/2005,27,2005,311227,200527
5  42  CC398,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC398,7/7/2005,27,2005,311227,200527
5  42  CC399,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC399,7/11/2005,28,2005,311228,200528
5  42  CC3100,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3100,7/15/2005,28,2005,311228,200528
5  42  CC3102,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3102,7/18/2005,29,2005,311229,200529
5  42  CC3103,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3103,7/21/2005,29,2005,311229,200529
5  42  CC3104,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3104,7/27/2005,30,2005,311230,200530
5  42  CC3105,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3105,8/1/2005,31,2005,311231,200531
5  42  CC3106,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3106,8/4/2005,31,2005,311231,200531
5  42  CC3107,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,CC3107,8/9/2005,32,2005,311232,200532
5  42  CC3108,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3108,8/11/2005,32,2005,311232,200532
5  42  CC3110,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3110,8/15/2005,33,2005,311233,200533
5  42  CC3109,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3109,8/16/2005,33,2005,311233,200533
5  42  CC3113,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3113,8/19/2005,33,2005,311233,200533
5  42  CC3114,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3114,8/24/2005,34,2005,311234,200534
5  42  CC3115,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,CC3115,8/26/2005,34,2005,311234,200534
5  42  CC3116,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-88.379875,41.794587,Culex,CC3116,9/1/2005,35,2005,311235,200535
5  42  CC3117,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3117,9/12/2005,37,2005,311237,200537
5  42  CC3118,3112,AURORA,60506,KANE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.379875,41.794587,Culex,CC3118,9/16/2005,37,2005,311237,200537
5  59  01G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,01G,5/31/2005,22,2005,297922,200522
5  59  02G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,49,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,02G,6/2/2005,22,2005,297922,200522
5  59  07G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,31,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,07G,7/5/2005,27,2005,297927,200527
5  59  08G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,08G,7/8/2005,27,2005,297927,200527
5  59  09G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,09G,7/12/2005,28,2005,297928,200528
5  59  10G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,10G,7/13/2005,28,2005,297928,200528
5  59  11G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,11G,7/14/2005,28,2005,297928,200528
5  59  12G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,12G,7/14/2005,28,2005,297928,200528
5  59  13G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,13G,7/14/2005,28,2005,297928,200528
5  59  14G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,14G,7/14/2005,28,2005,297928,200528
5  59  15G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,15G,7/14/2005,28,2005,297928,200528
5  59  16G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,16G,7/14/2005,28,2005,297928,200528
5  59  17G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,17G,7/14/2005,28,2005,297928,200528
5  59  18G,2979,CRYSTAL LAKE,60014,MCHENRY,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-88.371937,42.234787,Culex,18G,7/14/2005,28,2005,297928,200528
