TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_Trap2,LL_Source,LOGITUDE,LATITUDE,LL_Source0,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,U_id2,Numtests
Y12P00240,199275,IDPH,IDPH112,8700 SOUTH KEDZIE AVE.,EVERGREEN PARK,60805,8700 SOUTH KEDZIE AVE._EVERGREEN PARK_60805,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0768,GISSA,-87.702216,41.735186,IDPH,002,01-May-12,18,UTR0768 002,1
Y12P00241,199276,IDPH,IDPH112,8700 SOUTH KEDZIE AVE.,EVERGREEN PARK,60805,8700 SOUTH KEDZIE AVE._EVERGREEN PARK_60805,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0768,GISSA,-87.702216,41.735186,IDPH,003,01-May-12,18,UTR0768 003,1
Y12P00285,199319,IDPH,IDPH112,8700 SOUTH KEDZIE AVE.,EVERGREEN PARK,60805,8700 SOUTH KEDZIE AVE._EVERGREEN PARK_60805,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,44,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR0768,GISSA,-87.702216,41.735186,IDPH,028,03-May-12,18,UTR0768 028,1
Y12P00269,199303,IDPH,KENDALL03,675 ROUTE 30,OSWEGO,60543,675 ROUTE 30_OSWEGO_60543,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0751,GISSA,-88.278741,41.713731,IDPH,018,01-May-12,18,UTR0751 018,1
Y12P00270,199304,IDPH,KENDALL03,675 ROUTE 30,OSWEGO,60543,675 ROUTE 30_OSWEGO_60543,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0751,GISSA,-88.278741,41.713731,IDPH,019,01-May-12,18,UTR0751 019,1
Y12P00281,199315,IDPH,MC001,6570 HALIGUS RD LAKEWOOD,CRYSTAL LAKE,60014,6570 HALIGUS RD LAKEWOOD_CRYSTAL LAKE_60014,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR1077,GISSA,-88.398452,42.234596,IDPH,024,03-May-12,18,UTR1077 024,1
Y12P00282,199316,IDPH,MC002,903 E STONE CIRCLE,CRYSTAL LAKE,60039,903 E STONE CIRCLE_CRYSTAL LAKE_60039,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR1076,GISSA,-88.30969,42.23063,IDPH,025,03-May-12,18,UTR1076 025,1
Y12P07722,204878,Northwest MAD,NWGL1,435 Hazelwood,GLENVIEW,60025,435 Hazelwood_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR1015,IDPH,-87.8411,42.06308,IDPH,1,03-May-12,18,UTR1015 1,1
Y12P07723,204879,Northwest MAD,NWGL1,435 Hazelwood,GLENVIEW,60025,435 Hazelwood_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR1015,IDPH,-87.8411,42.06308,IDPH,2,03-May-12,18,UTR1015 2,1
Y12P07864,204942,Northwest MAD,NWGL1,435 Hazelwood,GLENVIEW,60025,435 Hazelwood_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR1015,IDPH,-87.8411,42.06308,IDPH,3,03-May-12,18,UTR1015 3,1
Y12P07865,204943,Northwest MAD,NWGL1,435 Hazelwood,GLENVIEW,60025,435 Hazelwood_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR1015,IDPH,-87.8411,42.06308,IDPH,4,03-May-12,18,UTR1015 4,1
Y12P07866,204944,Northwest MAD,NWPR2,8600 N. MILWAUKEE AVE.,NILES,60714,8600 N. MILWAUKEE AVE._NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR0995,IDPH,-87.831669,42.033113,IDPH,5,03-May-12,18,UTR0995 5,1
Y12P07867,204945,Northwest MAD,NWPR2,8600 N. MILWAUKEE AVE.,NILES,60714,8600 N. MILWAUKEE AVE._NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,09-May-12,Culex,PIPIENS/RESTUANS,UTR0995,IDPH,-87.831669,42.033113,IDPH,6,03-May-12,18,UTR0995 6,1
Y12P00263,199297,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,006,01-May-12,18,UTR0740 006,1
Y12P00264,199298,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,007,01-May-12,18,UTR0740 007,1
Y12P00265,199299,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,02-May-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,008,01-May-12,18,UTR0740 008,1
Y12P00078,199134,Reed Township MAD,6,24727 WEST AMENITY CENTER DRIVE,WILMINGTON,60481,24727 WEST AMENITY CENTER DRIVE_WILMINGTON_60481,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,55,Female,VECWNV,NEGATIVE,0,10-May-12,Culex,PIPIENS/RESTUANS,UTR0790,IDPH,-88.12506,41.77221,IDPH,RT002,09-May-12,19,UTR0790 RT002,1
Y12P00080,199135,Reed Township MAD,7,373 S. CEMETERY RD.,BRAIDWOOD,60408,373 S. CEMETERY RD._BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,10-May-12,Culex,PIPIENS/RESTUANS,UTR0630,IDPH,-88.122507,41.150465,IDPH,RT003,09-May-12,19,UTR0630 RT003,1
Y12P11427,208507,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,30,10-May-12,19,UTR1024 30,1
Y12P11422,208502,COOK COUNTY HEALTH DEPT,25,9809 W 98TH ST,CHICAGO RIDGE,60415,9809 W 98TH ST_CHICAGO RIDGE_60415,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR0752,IDPH,-87.790602,41.713899,IDPH,25,08-May-12,19,UTR0752 25,1
Y12P11421,208501,COOK COUNTY HEALTH DEPT,30,7921 W. 101ST STREET,PALOS HILLS,60465,7921 W. 101ST STREET_PALOS HILLS_60465,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR0745,GISSA,-87.815516,41.707639,IDPH,24,08-May-12,19,UTR0745 24,1
Y12P11423,208503,COOK COUNTY HEALTH DEPT,33,12725 BELL ROAD,LEMONT,60439,12725 BELL ROAD_LEMONT_60439,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR0719,GISSA,-87.9317,41.657165,IDPH,26,08-May-12,19,UTR0719 26,1
Y12P11426,208506,COOK COUNTY HEALTH DEPT,36,2790 BROOK DALE,NORTHBROOK,60062,2790 BROOK DALE_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR1037,GISSA,-87.859811,42.102778,IDPH,29,10-May-12,19,UTR1037 29,1
Y12P11425,208505,COOK COUNTY HEALTH DEPT,38,4303 WESTVIEW,NORTHBROOK,60062,4303 WESTVIEW_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR1027,GISSA,-87.863114,42.090746,IDPH,28,10-May-12,19,UTR1027 28,1
Y12P11424,208504,COOK COUNTY HEALTH DEPT,50,3913 HARVEST LANE,GLENVIEW,60025,3913 HARVEST LANE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,18-May-12,Culex,SP,UTR1034,GISSA,-87.852019,42.09763,IDPH,27,10-May-12,19,UTR1034 27,1
Y12P00074,199129,DUPAGE COUNTY HEALTH DEPT,103,28W335 RIVERA COURT,CAROL STREAM,60188,28W335 RIVERA COURT_CAROL STREAM_60188,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0913,IDPH,-88.173268,41.93407,IDPH,C12011,07-May-12,19,UTR0913 C12011,1
Y12P00076,199131,DUPAGE COUNTY HEALTH DEPT,105,31w660 Stearns Rd.,BARTLETT,60103,31w660 Stearns Rd._BARTLETT_60103,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,66,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0967,IDPH,-88.233863,41.97568,IDPH,C12013,07-May-12,19,UTR0967 C12013,1
Y12P00077,199133,DUPAGE COUNTY HEALTH DEPT,106,1150 Bittersweet Dr. Water treatment plant,BARTLETT,60103,1150 Bittersweet Dr. Water treatment plant_BARTLETT_60103,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,137,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0962,IDPH,-88.164476,41.969188,IDPH,C12014,07-May-12,19,UTR0962 C12014,1
Y12P00072,199127,DUPAGE COUNTY HEALTH DEPT,109,5N430 RAILROAD STREET,WAYNE,60184,5N430 RAILROAD STREET_WAYNE_60184,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0925,GISSA,-88.24924,41.950872,IDPH,C12009,07-May-12,19,UTR0925 C12009,1
Y12P00060,199115,DUPAGE COUNTY HEALTH DEPT,207,180 Exchange Blvd.,GLENDALE HEIGHTS,60139,180 Exchange Blvd._GLENDALE HEIGHTS_60139,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0908,GISSA,-88.083803,41.927578,IDPH,E12002,07-May-12,19,UTR0908 E12002,1
Y12P00059,199114,DUPAGE COUNTY HEALTH DEPT,208,"Thorndale Avenue, Meacham Creek Park",ITASCA,60143,"Thorndale Avenue, Meacham Creek Park_ITASCA_60143",DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0964,GISSA,-88.01989,41.97552,IDPH,E12001,07-May-12,19,UTR0964 E12001,1
Y12P00061,199116,DUPAGE COUNTY HEALTH DEPT,301,130 Forest Avenue,ITASCA,60143,130 Forest Avenue_ITASCA_60143,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0961,GISSA,-88.017384,41.969101,IDPH,E12003,07-May-12,19,UTR0961 E12003,1
Y12P00062,199117,DUPAGE COUNTY HEALTH DEPT,303,237 E Murray Drive,WOOD DALE,60191,237 E Murray Drive_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0930,GISSA,-87.973006,41.954647,IDPH,E12004,07-May-12,19,UTR0930 E12004,1
Y12P00063,199118,DUPAGE COUNTY HEALTH DEPT,310,CHURCH ST,BENSENVILLE,60106,CHURCH ST_BENSENVILLE_60106,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0929,GISSA,-87.94689,41.95417,IDPH,E12005,07-May-12,19,UTR0929 E12005,1
Y12P00075,199130,DUPAGE COUNTY HEALTH DEPT,400,28W664 WASHINGTON AVE,WEST CHICAGO,60185,28W664 WASHINGTON AVE_WEST CHICAGO_60185,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0858,IDPH,-88.181875,41.864012,IDPH,C12012,07-May-12,19,UTR0858 C12012,1
Y12P00071,199126,DUPAGE COUNTY HEALTH DEPT,401,203 Grand Lake Blvd.,WEST CHICAGO,60185,203 Grand Lake Blvd._WEST CHICAGO_60185,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0880,IDPH,-88.209927,41.890016,IDPH,C12008,07-May-12,19,UTR0880 C12008,1
Y12P00070,199125,DUPAGE COUNTY HEALTH DEPT,406,19W421 BUTTERFIELD,WARRENVILLE,60555,19W421 BUTTERFIELD_WARRENVILLE_60555,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,59,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0835,GISSA,-88.18793,41.82422,IDPH,C12007,07-May-12,19,UTR0835 C12007,1
Y12P00073,199128,DUPAGE COUNTY HEALTH DEPT,501,818 Carlson Avenue,WHEATON,60187,818 Carlson Avenue_WHEATON_60187,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,83,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0867,IDPH,-88.116694,41.872809,IDPH,C12010,07-May-12,19,UTR0867 C12010,1
Y12P00066,199121,DUPAGE COUNTY HEALTH DEPT,503,Sanitary Dist/Shaffner Rd,WHEATON,60187,Sanitary Dist/Shaffner Rd_WHEATON_60187,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,55,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0848,IDPH,-88.143233,41.845244,IDPH,C12003,07-May-12,19,UTR0848 C12003,1
Y12P00090,199140,DUPAGE COUNTY HEALTH DEPT,506,Morton Arb W/4100 Rt 53,LISLE,60532,Morton Arb W/4100 Rt 53_LISLE_60532,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0829,IDPH,-88.087311,41.814018,IDPH,S12001,09-May-12,19,UTR0829 S12001,1
Y12P00064,199119,DUPAGE COUNTY HEALTH DEPT,511,784 Chidester,GLEN ELLYN,60137,784 Chidester_GLEN ELLYN_60137,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,34,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0875,GISSA,-88.054135,41.886775,IDPH,C12001,07-May-12,19,UTR0875 C12001,1
Y12P00065,199120,DUPAGE COUNTY HEALTH DEPT,512,Seven Gables Park,WHEATON,60187,Seven Gables Park_WHEATON_60187,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0864,GISSA,-88.1087,41.87038,IDPH,C12002,07-May-12,19,UTR0864 C12002,1
Y12P00067,199122,DUPAGE COUNTY HEALTH DEPT,703,217 Laird Street,NAPERVILLE,60540,217 Laird Street_NAPERVILLE_60540,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0802,GISSA,-88.160083,41.777747,IDPH,C12004,07-May-12,19,UTR0802 C12004,1
Y12P00068,199123,DUPAGE COUNTY HEALTH DEPT,704,"Old Eola Road, Ferrellgas corp.",AURORA,60507,"Old Eola Road, Ferrellgas corp._AURORA_60507",DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0786,GISSA,-88.30694,41.7665,IDPH,C12005,07-May-12,19,UTR0786 C12005,1
Y12P00069,199124,DUPAGE COUNTY HEALTH DEPT,706,9S365 CHANDELLE DR.,NAPERVILLE,60564,9S365 CHANDELLE DR._NAPERVILLE_60564,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0767,GISSA,-88.197479,41.733417,IDPH,C12006,07-May-12,19,UTR0767 C12006,1
Y12P00091,199141,DUPAGE COUNTY HEALTH DEPT,801,1717 Shagbark Court,NAPERVILLE,60540,1717 Shagbark Court_NAPERVILLE_60540,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,33,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0770,GISSA,-88.11702,41.738563,IDPH,S12002,09-May-12,19,UTR0770 S12002,1
Y12P00092,199142,DUPAGE COUNTY HEALTH DEPT,802,Sleepy Hollow & Brookwood,LISLE,60532,Sleepy Hollow & Brookwood_LISLE_60532,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0792,IDPH,-88.087313,41.773075,IDPH,S12003,09-May-12,19,UTR0792 S12003,1
Y12P00093,199143,DUPAGE COUNTY HEALTH DEPT,808,7036 DUPAGE DRIVE,WOODRIDGE,60517,7036 DUPAGE DRIVE_WOODRIDGE_60517,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0782,GISSA,-88.061927,41.76032,IDPH,S12004,09-May-12,19,UTR0782 S12004,1
Y12P00094,199144,DUPAGE COUNTY HEALTH DEPT,901,5231 Brookbank,DOWNERS GROVE,60515,5231 Brookbank_DOWNERS GROVE_60515,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0813,GISSA,-88.016673,41.79259,IDPH,S12005,09-May-12,19,UTR0813 S12005,1
Y12P00095,199145,DUPAGE COUNTY HEALTH DEPT,902,365 56th Street,CLARENDON HILLS,60514,365 56th Street_CLARENDON HILLS_60514,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0807,GISSA,-87.960698,41.78662,IDPH,S12006,09-May-12,19,UTR0807 S12006,1
Y12P00096,199146,DUPAGE COUNTY HEALTH DEPT,904,Lemont Rd,DARIEN,60559,Lemont Rd_DARIEN_60559,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0811,GISSA,-87.97683,41.79077,IDPH,S12007,09-May-12,19,UTR0811 S12007,1
Y12P00097,199147,DUPAGE COUNTY HEALTH DEPT,905,8S170 Vine Street,BURR RIDGE,60527,8S170 Vine Street_BURR RIDGE_60527,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0777,IDPH,-87.932655,41.756331,IDPH,S12008,09-May-12,19,UTR0777 S12008,1
Y12P00098,199148,DUPAGE COUNTY HEALTH DEPT,908,18w201 63rd Street,WESTMONT,60559,18w201 63rd Street_WESTMONT_60559,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,11-May-12,Culex,SP,UTR0795,GISSA,-87.975961,41.773693,IDPH,S12009,09-May-12,19,UTR0795 S12009,1
Y12P00472,199444,CITY OF NAPERVILLE,G1,NORTH AURORA RD. AND GENESEE,NAPERVILLE,60563,NORTH AURORA RD. AND GENESEE_NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0804,GISSA,-88.22075,41.78144,IDPH,022,08-May-12,19,UTR0804 022,1
Y12P00476,199448,CITY OF NAPERVILLE,G10,1152 BLUE LARKSPUR LN.,NAPERVILLE,60540,1152 BLUE LARKSPUR LN._NAPERVILLE_60540,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0779,GISSA,-88.126407,41.757469,IDPH,026,08-May-12,19,UTR0779 026,1
Y12P00477,199449,CITY OF NAPERVILLE,G11*,MARSHALL CT.,NAPERVILLE,60565,MARSHALL CT._NAPERVILLE_60565,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0763,IDPH,-88.12711,41.73218,IDPH,027,08-May-12,19,UTR0763 027,1
Y12P00478,199450,CITY OF NAPERVILLE,G12,2807 S. WASHINGTON ST.,NAPERVILLE,60565,2807 S. WASHINGTON ST._NAPERVILLE_60565,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0764,GISSA,-88.12711,41.73218,IDPH,028,08-May-12,19,UTR0764 028,1
Y12P00479,199451,CITY OF NAPERVILLE,G13,336 KNOCK KNOLL RD.,NAPERVILLE,60565,336 KNOCK KNOLL RD._NAPERVILLE_60565,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0765,GISSA,-88.12711,41.73218,IDPH,029,08-May-12,19,UTR0765 029,1
Y12P00480,199452,CITY OF NAPERVILLE,G14,4100 PLAINFIELD NAPERVILLE RD.,NAPERVILLE,60565,4100 PLAINFIELD NAPERVILLE RD._NAPERVILLE_60565,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0766,GISSA,-88.12711,41.73218,IDPH,030,08-May-12,19,UTR0766 030,1
Y12P00481,199453,CITY OF NAPERVILLE,G15,2808 103RD ST.,NAPERVILLE,60564,2808 103RD ST._NAPERVILLE_60564,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0746,GISSA,-88.19992,41.70772,IDPH,031,08-May-12,19,UTR0746 031,1
Y12P00482,199454,CITY OF NAPERVILLE,G16,3715 IDLEWILD LN.,NAPERVILLE,60564,3715 IDLEWILD LN._NAPERVILLE_60564,WILL,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0749,GISSA,-88.219487,41.710705,IDPH,032,08-May-12,19,UTR0749 032,1
Y12P00473,199445,CITY OF NAPERVILLE,G4,25W670 PLANK RD.,NAPERVILLE,60563,25W670 PLANK RD._NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0809,GISSA,-88.124169,41.787577,IDPH,023,08-May-12,19,UTR0809 023,1
Y12P00474,199446,CITY OF NAPERVILLE,G6,1003 DOUGLAS AV.,NAPERVILLE,60563,1003 DOUGLAS AV._NAPERVILLE_60563,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0797,GISSA,-88.164146,41.775795,IDPH,024,08-May-12,19,UTR0797 024,1
Y12P00475,199447,CITY OF NAPERVILLE,G7,1021 JACKSON AV.,NAPERVILLE,60540,1021 JACKSON AV._NAPERVILLE_60540,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,08-May-12,Culex,SP,UTR0791,GISSA,-88.162748,41.772331,IDPH,025,08-May-12,19,UTR0791 025,1
Y12P02410,200977,Desplaines Valley MAD,hk,8890 67TH ST.,HODGKINS,60525,8890 67TH ST._HODGKINS_60525,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,14-May-12,Culex,PIPIENS/RESTUANS,UTR0787,IDPH,-87.85477,41.76822,IDPH,dv1,08-May-12,19,UTR0787 dv1,1
Y12P02411,200978,Desplaines Valley MAD,hk,8890 67TH ST.,HODGKINS,60525,8890 67TH ST._HODGKINS_60525,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,14-May-12,Culex,PIPIENS/RESTUANS,UTR0787,IDPH,-87.85477,41.76822,IDPH,dv2,08-May-12,19,UTR0787 dv2,1
Y12P02439,201006,Desplaines Valley MAD,hk,8890 67TH ST.,HODGKINS,60525,8890 67TH ST._HODGKINS_60525,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,14-May-12,Culex,PIPIENS/RESTUANS,UTR0787,IDPH,-87.85477,41.76822,IDPH,dv3,10-May-12,19,UTR0787 dv3,1
Y12P01297,200052,IDPH,IDPH 05,THATCHER AND BERTEAU,NORRIDGE,60634,THATCHER AND BERTEAU_NORRIDGE_60634,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,16-May-12,Culex,PIPIENS/RESTUANS,UTR0919,GISSA,-87.79447,41.94516,IDPH,053,08-May-12,19,UTR0919 053,1
